timestamp,load_value,tilt_status,distance,label
2024-11-07 18:23:43.403052,937.487065092809,0.7955811546866396,319.22731284258737,1
2024-11-07 18:22:43.403052,922.6260776793754,0.6452622463602318,384.5755078227398,1
2024-11-07 18:21:43.403052,477.7483056209595,0.8408420646566944,327.9831489270336,1
2024-11-07 18:20:43.403052,-83.29482653741265,0.589125158855646,179.41777753507384,0
2024-11-07 18:19:43.403052,95.4710122135894,0.06308822398663816,65.19928234930937,0
2024-11-07 18:18:43.403052,730.7732588445524,0.033460178054679046,231.13293465034377,0
2024-11-07 18:17:43.403052,193.00959495539698,0.796123564057752,167.0475134977647,0
2024-11-07 18:16:43.403052,489.1518857391205,0.47975806412659894,19.95851304779112,1
2024-11-07 18:15:43.403052,91.92029719218155,0.1727832468374889,174.79505657057678,0
2024-11-07 18:14:43.403052,-28.68211765470365,0.2323323689651886,357.4957367725098,0
2024-11-07 18:13:43.403052,674.9658697325315,0.8676783739649826,194.16583430327375,1
2024-11-07 18:12:43.403052,686.7578082988927,0.29651173031796985,189.48944614479737,0
2024-11-07 18:11:43.403052,-83.49288475043335,0.8452354908417655,166.84262406654682,0
2024-11-07 18:10:43.403052,359.9968332927606,0.04775361760102925,372.9898025195031,0
2024-11-07 18:09:43.403052,736.0444089544568,0.6691593932640402,344.1929979315614,1
2024-11-07 18:08:43.403052,223.68373006096155,0.2691556217659715,3.75215131623996,0
2024-11-07 18:07:43.403052,903.2794382389945,0.3455465873673116,58.01061626742569,1
2024-11-07 18:06:43.403052,614.9363571519456,0.33255006496247197,298.6677180807201,0
2024-11-07 18:05:43.403052,163.03701713153401,0.3534577592615604,370.74146907231466,0
2024-11-07 18:04:43.403052,309.0095004689782,0.8426127957625029,182.85464588520028,1
2024-11-07 18:03:43.403052,147.22414493199437,0.47003492670732594,358.5149494436306,1
2024-11-07 18:02:43.403052,476.85170680522924,0.3236738953301552,84.39327775872654,0
2024-11-07 18:01:43.403052,127.45577462508987,0.7509881066720414,281.33204334966746,0
2024-11-07 18:00:43.403052,839.222622576296,0.22956113892425034,94.90224776140519,0
2024-11-07 17:59:43.403052,73.8812861325305,0.3919931326501995,284.5470178104618,0
2024-11-07 17:58:43.403052,219.40661399541284,0.3287201361240305,84.01176504486534,0
2024-11-07 17:57:43.403052,67.69162236021862,0.5986892387195137,197.5610314223756,0
2024-11-07 17:56:43.403052,290.5606092796517,0.9238079784720307,42.204172512084604,1
2024-11-07 17:55:43.403052,322.27901445305844,0.017123553520610346,154.5728984953014,0
2024-11-07 17:54:43.403052,-98.19174159761145,0.921353068302894,256.32855621034304,0
2024-11-07 17:53:43.403052,639.4639961671065,0.6523211848654265,90.2193952695182,1
2024-11-07 17:52:43.403052,903.2623919090834,0.7270159741319195,8.662426049570115,1
2024-11-07 17:51:43.403052,939.6573815016304,0.2071681688931648,354.69443599572736,0
2024-11-07 17:50:43.403052,304.17937156919317,0.3914776034831603,4.216823554437293,1
2024-11-07 17:49:43.403052,490.29463568977707,0.15663992898933377,325.27092472855287,0
2024-11-07 17:48:43.403052,992.3445676648229,0.6583390040990131,39.301829214427755,1
2024-11-07 17:47:43.403052,684.021755281899,0.8249709066573758,197.45212228850767,1
2024-11-07 17:46:43.403052,106.66847197226991,0.5281925981200324,368.8826537588618,0
2024-11-07 17:45:43.403052,201.50553559779652,0.6216672181259327,329.3891519740979,0
2024-11-07 17:44:43.403052,919.2066166150308,0.5379722717414134,203.07554817645786,1
